...1,Class,Order,Country.list,Region,system,biome,realm,year,abundance
75240,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1990,3.54
75241,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1990,3.54
75663,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,5.64
75664,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,5.64
75702,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,4.66
75703,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,4.66
75914,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1990,11.1
75915,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,3.08
75916,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,3.08
75930,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,5.94
75931,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,5.94
75951,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,15.7
75952,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,15.7
76005,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1990,9.32
76061,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1990,21.1
76062,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1990,21.1
76093,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1990,32.9
76094,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1990,32.9
77210,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1990,15.99
77211,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1990,15.99
78085,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1990,114
78086,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1990,114
78422,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1990,151
78423,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1990,151
78744,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1990,134
78745,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1990,134
79353,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1990,1.8
79673,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1990,42.57
79674,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1990,42.57
79862,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1990,5434
79863,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1990,5434
79938,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1990,25
79939,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1990,25
80631,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1991,3.72
80632,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1991,3.72
81051,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,5.47
81052,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,5.47
81090,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,4.42
81091,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,4.42
81297,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1991,10
81298,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,2.77
81299,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,2.77
81312,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,4.96
81313,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,4.96
81333,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,12.6
81334,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,12.6
81382,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1991,8.09
81435,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1991,18.6
81436,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1991,18.6
81465,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1991,29.3
81466,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1991,29.3
82431,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1991,22.97
82432,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1991,22.97
83327,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1991,97
83328,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1991,97
83666,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1991,141
83667,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1991,141
83993,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1991,53
83994,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1991,53
84650,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1991,2.2
84978,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1991,39.88
84979,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1991,39.88
85141,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1991,6156
85142,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1991,6156
85219,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1991,22
85220,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1991,22
85946,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1992,3.01
85947,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1992,3.01
86362,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,4.92
86363,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,4.92
86401,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,3.81
86402,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,3.81
86607,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1992,9.94
86608,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,2.55
86609,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,2.55
86622,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,5.15
86623,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,5.15
86643,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,13.4
86644,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,13.4
86691,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1992,8.11
86745,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1992,21
86746,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1992,21
86776,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1992,28.5
86777,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1992,28.5
87720,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1992,17.32
87721,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1992,17.32
88898,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1992,103
88899,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1992,103
89245,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1992,131
89246,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1992,131
89634,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1992,126
89635,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1992,126
90330,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1992,2.05
90832,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1992,38.94
90833,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1992,38.94
90969,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1992,6367
90970,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1992,6367
91054,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1992,20
91055,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1992,20
91792,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1993,3.5
91793,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1993,3.5
92207,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,4.52
92208,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,4.52
92246,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,4.18
92247,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,4.18
92445,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1993,9.68
92446,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,2.26
92447,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,2.26
92460,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,5.38
92461,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,5.38
92480,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,11.9
92481,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,11.9
92529,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1993,8.13
92579,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1993,19.9
92580,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1993,19.9
92608,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1993,27.4
92609,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1993,27.4
93555,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1993,29.13
93556,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1993,29.13
94494,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1993,106
94495,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1993,106
94852,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1993,126
94853,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1993,126
95226,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1993,80
95227,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1993,80
95277,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1993,34
95278,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1993,34
95953,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1993,2.04
96496,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1993,35.97
96497,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1993,35.97
96648,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1993,6375
96649,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1993,6375
97502,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1994,3.44
97503,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1994,3.44
97916,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,5.07
97917,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,5.07
97955,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,3.93
97956,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,3.93
98155,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1994,8.72
98156,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,1.86
98157,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,1.86
98169,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,4.46
98170,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,4.46
98189,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,10.9
98190,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,10.9
98237,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1994,7.02
98287,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1994,17.4
98288,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1994,17.4
98313,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1994,23.3
98314,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1994,23.3
99262,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1994,27.51
99263,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1994,27.51
100149,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1994,94
100150,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1994,94
100528,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1994,121
100529,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1994,121
100941,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1994,33
100942,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1994,33
100998,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1994,39
100999,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1994,39
101743,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1994,2.14
102240,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1994,35.34
102241,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1994,35.34
102371,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1994,6383
102372,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1994,6383
102497,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1994,141
102498,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1994,141
103258,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1995,3.65
103259,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1995,3.65
103672,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,4.91
103673,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,4.91
103711,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,3.85
103712,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,3.85
103916,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1995,8.77
103917,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,1.7
103918,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,1.7
103932,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,4.84
103933,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,4.84
103952,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,9.79
103953,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,9.79
104001,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1995,7.33
104050,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1995,16
104051,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1995,16
104075,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1995,26.5
104076,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1995,26.5
105031,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1995,11.37
105032,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1995,11.37
105962,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1995,107
105963,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1995,107
106368,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1995,119
106369,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1995,119
106724,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1995,41
106725,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1995,41
106778,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1995,33
106779,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1995,33
107542,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1995,1.88
108063,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1995,33.38
108064,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1995,33.38
108223,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1995,7309
108224,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1995,7309
108356,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1995,90
108357,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1995,90
109121,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1996,3.56
109122,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1996,3.56
109530,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,3.93
109531,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,3.93
109569,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,3.56
109570,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,3.56
109766,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1996,7.59
109767,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,1.3
109768,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,1.3
109781,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,4.12
109782,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,4.12
109800,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,9.21
109801,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,9.21
109846,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1996,6.36
109893,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1996,13.3
109894,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1996,13.3
109917,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1996,21.8
109918,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1996,21.8
110962,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1996,12.97
110963,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1996,12.97
111890,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1996,114
111891,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1996,114
112313,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1996,119
112314,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1996,119
112707,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1996,16
112708,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1996,16
112761,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1996,27
112762,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1996,27
113504,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1996,2.11
113989,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1996,30.71
113990,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1996,30.71
114124,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1996,5071
114125,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1996,5071
114211,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1996,96
114212,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1996,96
114983,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1997,3.49
114984,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1997,3.49
115388,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,4.06
115389,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,4.06
115427,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,3.26
115428,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,3.26
115623,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1997,6.92
115624,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,1.45
115625,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,1.45
115638,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,4.33
115639,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,4.33
115657,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,8.77
115658,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,8.77
115703,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1997,6.54
115749,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1997,12.1
